race,sex,age,age_cat,marital_status,custody_status,juv_offense,priors_count,c_charge_degree,days_in_jail_or_prison,decile_score,is_recid,sqrt_age,sqrt_priors_count,sqrt_days_in_jail_or_prison,risk
Other,Male,24,Less than 25,Married,Jail Inmate,0,0,(F2),2,2,0,4.898979485566356,0,1.4142135623730951,Lower
African-American,Male,39,25 - 45,Single,Jail Inmate,0,3,(MO3),5,5,0,6.244997998398398,1.7320508075688772,2.23606797749979,Lower
Caucasian,Male,35,25 - 45,Married,Jail Inmate,0,0,(F3),1,1,0,5.916079783099616,0,1,Lower
African-American,Male,22,Less than 25,Single,Pretrial Defendant,0,1,(F3),0,5,1,4.69041575982343,1,0,Lower
African-American,Male,47,Greater than 45,Single,Jail Inmate,0,23,(M1),3363,8,1,6.855654600401044,4.795831523312719,57.99137866959192,Higher
African-American,Male,23,Less than 25,Single,Jail Inmate,0,0,(M1),1,2,1,4.795831523312719,0,1,Lower
Hispanic,Male,57,Greater than 45,Divorced,Jail Inmate,0,1,(F3),0,1,0,7.54983443527075,1,0,Lower
African-American,Male,66,Greater than 45,Married,Pretrial Defendant,0,3,(F2),2,1,1,8.12403840463596,1.7320508075688772,1.4142135623730951,Lower
Caucasian,Male,45,Greater than 45,Divorced,Jail Inmate,0,8,(M1),273,4,1,6.708203932499369,2.8284271247461903,16.522711641858304,Lower
Caucasian,Female,28,25 - 45,Single,Pretrial Defendant,0,0,(M1),1,5,0,5.291502622129181,0,1,Lower
African-American,Male,37,25 - 45,Single,Jail Inmate,0,2,(M1),77,9,1,6.082762530298219,1.4142135623730951,8.774964387392123,Higher
Caucasian,Male,39,25 - 45,Single,Jail Inmate,0,0,(F3),0,4,1,6.244997998398398,0,0,Lower
African-American,Male,26,25 - 45,Single,Jail Inmate,0,9,(F2),37,9,1,5.0990195135927845,3,6.082762530298219,Higher
African-American,Male,25,25 - 45,Single,Jail Inmate,0,3,(F3),726,8,0,5,1.7320508075688772,26.94438717061496,Higher
Caucasian,Male,45,Greater than 45,Single,Jail Inmate,0,2,(F3),359,3,0,6.708203932499369,1.4142135623730951,18.947295321496416,Lower
Caucasian,Female,57,Greater than 45,Married,Jail Inmate,0,7,(F3),0,9,0,7.54983443527075,2.6457513110645907,0,Higher
African-American,Male,23,Less than 25,Significant Other,Jail Inmate,0,0,(F3),1,3,1,4.795831523312719,0,1,Lower
African-American,Male,34,25 - 45,Single,Jail Inmate,0,2,(M1),0,2,1,5.830951894845301,1.4142135623730951,0,Lower
African-American,Male,38,25 - 45,Single,Jail Inmate,0,14,(F3),3148,10,0,6.164414002968976,3.7416573867739413,56.10704055642215,Higher
African-American,Female,23,Less than 25,Single,Jail Inmate,0,1,(M1),1,4,0,4.795831523312719,1,1,Lower
Other,Male,36,25 - 45,Single,Jail Inmate,0,2,(M1),3,3,1,6,1.4142135623730951,1.7320508075688772,Lower
Caucasian,Male,50,Greater than 45,Single,Jail Inmate,0,1,(F3),2,1,0,7.0710678118654755,1,1.4142135623730951,Lower
Caucasian,Female,37,25 - 45,Single,Pretrial Defendant,0,0,(M2),0,3,0,6.082762530298219,0,0,Lower
Caucasian,Male,44,25 - 45,Separated,Jail Inmate,0,4,(M1),0,4,0,6.6332495807108,2,0,Lower
African-American,Female,35,25 - 45,Single,Jail Inmate,1,23,(F3),1240,9,1,5.916079783099616,4.795831523312719,35.21363372331802,Higher
Other,Male,24,Less than 25,Significant Other,Jail Inmate,0,5,(F3),3,5,1,4.898979485566356,2.23606797749979,1.7320508075688772,Lower
African-American,Male,26,25 - 45,Single,Jail Inmate,0,2,(F3),1,10,1,5.0990195135927845,1.4142135623730951,1,Higher
Other,Male,37,25 - 45,Single,Jail Inmate,0,1,(F3),2,6,0,6.082762530298219,1,1.4142135623730951,Higher
African-American,Male,27,25 - 45,Single,Jail Inmate,0,0,(M1),3,2,0,5.196152422706632,0,1.7320508075688772,Lower
Caucasian,Female,31,25 - 45,Married,Jail Inmate,0,1,(M1),1,3,0,5.5677643628300215,1,1,Lower
African-American,Female,28,25 - 45,Single,Jail Inmate,0,0,(F2),0,8,0,5.291502622129181,0,0,Higher
Caucasian,Female,28,25 - 45,Single,Jail Inmate,0,7,(F3),1,9,1,5.291502622129181,2.6457513110645907,1,Higher
African-American,Male,38,25 - 45,Significant Other,Jail Inmate,0,0,(F3),0,1,0,6.164414002968976,0,0,Lower
African-American,Male,38,25 - 45,Significant Other,Jail Inmate,0,2,(F3),1,1,0,6.164414002968976,1.4142135623730951,1,Lower
African-American,Female,28,25 - 45,Single,Jail Inmate,0,1,(F1),39,9,0,5.291502622129181,1,6.244997998398398,Higher
African-American,Male,21,Less than 25,Single,Jail Inmate,1,1,(F3),3,7,0,4.58257569495584,1,1.7320508075688772,Higher
Caucasian,Male,56,Greater than 45,Divorced,Jail Inmate,0,7,(F3),1,1,1,7.483314773547883,2.6457513110645907,1,Lower
African-American,Male,38,25 - 45,Separated,Jail Inmate,0,15,(F3),1072,9,0,6.164414002968976,3.872983346207417,32.7414110874898,Higher
African-American,Male,28,25 - 45,Single,Jail Inmate,0,2,(M1),1,5,0,5.291502622129181,1.4142135623730951,1,Lower
Other,Female,24,Less than 25,Single,Jail Inmate,0,1,(F3),1,2,0,4.898979485566356,1,1,Lower
Caucasian,Female,51,Greater than 45,Single,Jail Inmate,0,0,(M1),1,1,1,7.14142842854285,0,1,Lower
Caucasian,Male,51,Greater than 45,Single,Jail Inmate,0,0,(M1),1,2,0,7.14142842854285,0,1,Lower
Caucasian,Male,20,Less than 25,Single,Jail Inmate,1,0,(F3),0,4,0,4.47213595499958,0,0,Lower
Other,Male,36,25 - 45,Separated,Jail Inmate,0,1,(M1),1,1,1,6,1,1,Lower
African-American,Male,48,Greater than 45,Married,Jail Inmate,0,0,(F3),1,1,0,6.928203230275509,0,1,Lower
Caucasian,Male,37,25 - 45,Single,Jail Inmate,0,4,(F3),0,3,1,6.082762530298219,2,0,Lower
African-American,Female,30,25 - 45,Single,Jail Inmate,0,2,(F3),38,7,0,5.477225575051661,1.4142135623730951,6.164414002968976,Higher
African-American,Female,41,25 - 45,Single,Jail Inmate,0,5,(M1),0,6,0,6.4031242374328485,2.23606797749979,0,Higher
African-American,Male,27,25 - 45,Single,Jail Inmate,0,11,(F2),223,10,1,5.196152422706632,3.3166247903554,14.933184523068078,Higher
African-American,Male,37,25 - 45,Single,Jail Inmate,0,0,(M1),2,1,1,6.082762530298219,0,1.4142135623730951,Lower
Other,Male,33,25 - 45,Single,Jail Inmate,0,4,(F3),0,4,1,5.744562646538029,2,0,Lower
African-American,Male,54,Greater than 45,Single,Jail Inmate,0,11,(F3),907,9,0,7.3484692283495345,3.3166247903554,30.116440692751194,Higher
African-American,Male,23,Less than 25,Single,Jail Inmate,0,2,(F1),72,9,0,4.795831523312719,1.4142135623730951,8.48528137423857,Higher
African-American,Male,22,Less than 25,Single,Jail Inmate,0,0,(F3),2,6,0,4.69041575982343,0,1.4142135623730951,Higher
African-American,Female,23,Less than 25,Single,Jail Inmate,1,3,(F3),0,6,0,4.795831523312719,1.7320508075688772,0,Higher
African-American,Male,41,25 - 45,Single,Jail Inmate,0,0,(M1),0,1,0,6.4031242374328485,0,0,Lower
Caucasian,Male,52,Greater than 45,Single,Jail Inmate,0,0,(F3),1,1,0,7.211102550927978,0,1,Lower
Caucasian,Male,43,25 - 45,Single,Jail Inmate,0,13,(F3),0,4,1,6.557438524302,3.605551275463989,0,Lower
African-American,Male,52,Greater than 45,Widowed,Jail Inmate,0,0,(F3),14,4,0,7.211102550927978,0,3.7416573867739413,Lower
Caucasian,Male,28,25 - 45,Single,Jail Inmate,0,1,(F3),3,1,0,5.291502622129181,1,1.7320508075688772,Lower
African-American,Male,30,25 - 45,Significant Other,Jail Inmate,1,11,(M1),1112,9,1,5.477225575051661,3.3166247903554,33.34666400106613,Higher
Caucasian,Male,28,25 - 45,Single,Jail Inmate,0,1,(F3),0,5,0,5.291502622129181,1,0,Lower
African-American,Female,34,25 - 45,Single,Jail Inmate,0,0,(M1),1,2,0,5.830951894845301,0,1,Lower
African-American,Male,22,Less than 25,Single,Jail Inmate,0,0,(F3),1,4,0,4.69041575982343,0,1,Lower
African-American,Male,30,25 - 45,Single,Jail Inmate,0,4,(F3),0,2,0,5.477225575051661,2,0,Lower
Hispanic,Male,25,25 - 45,Single,Jail Inmate,0,4,(F3),0,4,0,5,2,0,Lower
Caucasian,Male,31,25 - 45,Single,Jail Inmate,0,0,(F2),31,8,1,5.5677643628300215,0,5.5677643628300215,Higher
Caucasian,Male,37,25 - 45,Single,Jail Inmate,0,0,(F3),35,2,1,6.082762530298219,0,5.916079783099616,Lower
African-American,Male,32,25 - 45,Single,Jail Inmate,1,14,(F2),2,9,0,5.656854249492381,3.7416573867739413,1.4142135623730951,Higher
Caucasian,Male,53,Greater than 45,Single,Jail Inmate,0,1,(M1),1,1,0,7.280109889280518,1,1,Lower
African-American,Male,28,25 - 45,Single,Pretrial Defendant,0,25,(F3),162,8,1,5.291502622129181,5,12.727922061357855,Higher
Caucasian,Male,44,25 - 45,Single,Jail Inmate,0,8,(M1),5,5,1,6.6332495807108,2.8284271247461903,2.23606797749979,Lower
African-American,Male,25,25 - 45,Single,Jail Inmate,0,0,(F3),0,3,0,5,0,0,Lower
Other,Female,30,25 - 45,Married,Jail Inmate,0,0,(M1),1,1,0,5.477225575051661,0,1,Lower
Caucasian,Male,22,Less than 25,Single,Jail Inmate,1,1,(M1),0,8,1,4.69041575982343,1,0,Higher
African-American,Female,20,Less than 25,Single,Jail Inmate,0,0,(F3),1,5,0,4.47213595499958,0,1,Lower
Other,Female,37,25 - 45,Single,Jail Inmate,0,0,(M1),1,1,0,6.082762530298219,0,1,Lower
Caucasian,Female,33,25 - 45,Single,Jail Inmate,0,0,(F3),1,2,0,5.744562646538029,0,1,Lower
Caucasian,Female,47,Greater than 45,Single,Jail Inmate,0,2,(F2),3,5,0,6.855654600401044,1.4142135623730951,1.7320508075688772,Lower
Other,Female,40,25 - 45,Single,Jail Inmate,0,3,(F3),1,2,0,6.324555320336759,1.7320508075688772,1,Lower
Other,Male,24,Less than 25,Single,Jail Inmate,0,0,(M1),1,2,0,4.898979485566356,0,1,Lower
Hispanic,Female,31,25 - 45,Married,Jail Inmate,0,0,(M1),1,2,0,5.5677643628300215,0,1,Lower
African-American,Male,47,Greater than 45,Married,Jail Inmate,0,0,(M1),1,1,0,6.855654600401044,0,1,Lower
Hispanic,Male,23,Less than 25,Single,Jail Inmate,1,1,(F3),1,6,1,4.795831523312719,1,1,Higher
Caucasian,Female,23,Less than 25,Single,Jail Inmate,1,5,(F2),1,5,1,4.795831523312719,2.23606797749979,1,Lower
Hispanic,Male,24,Less than 25,Single,Pretrial Defendant,0,0,(M1),1,8,0,4.898979485566356,0,1,Higher
African-American,Male,29,25 - 45,Single,Jail Inmate,0,1,(M1),1,3,0,5.385164807134504,1,1,Lower
African-American,Male,20,Less than 25,Single,Jail Inmate,0,1,(F3),123,8,1,4.47213595499958,1,11.090536506409418,Higher
African-American,Male,30,25 - 45,Single,Jail Inmate,0,2,(F3),2,6,1,5.477225575051661,1.4142135623730951,1.4142135623730951,Higher
Caucasian,Male,39,25 - 45,Single,Jail Inmate,0,1,(M1),1,2,0,6.244997998398398,1,1,Lower
African-American,Male,38,25 - 45,Single,Jail Inmate,0,1,(M1),1,4,0,6.164414002968976,1,1,Lower
Other,Male,39,25 - 45,Single,Jail Inmate,0,0,(F2),1,1,0,6.244997998398398,0,1,Lower
African-American,Male,27,25 - 45,Single,Jail Inmate,0,4,(F3),1,4,0,5.196152422706632,2,1,Lower
African-American,Male,18,Less than 25,Single,Jail Inmate,1,2,(F7),2,10,0,4.242640687119285,1.4142135623730951,1.4142135623730951,Higher
African-American,Female,37,25 - 45,Single,Jail Inmate,0,2,(F3),0,1,0,6.082762530298219,1.4142135623730951,0,Lower
Caucasian,Male,31,25 - 45,Single,Jail Inmate,0,0,(F3),1,2,0,5.5677643628300215,0,1,Lower
African-American,Male,27,25 - 45,Single,Jail Inmate,0,2,(F3),408,8,0,5.196152422706632,1.4142135623730951,20.199009876724155,Higher
African-American,Male,20,Less than 25,Single,Jail Inmate,0,0,(F3),3,8,0,4.47213595499958,0,1.7320508075688772,Higher
African-American,Male,46,Greater than 45,Married,Jail Inmate,1,5,(M1),6516,8,0,6.782329983125268,2.23606797749979,80.72174428244226,Higher
Hispanic,Male,22,Less than 25,Single,Jail Inmate,1,0,(F3),0,7,0,4.69041575982343,0,0,Higher
African-American,Female,52,Greater than 45,Married,Jail Inmate,0,0,(F3),1,1,0,7.211102550927978,0,1,Lower
African-American,Female,23,Less than 25,Single,Jail Inmate,0,0,(F3),4,4,1,4.795831523312719,0,2,Lower
African-American,Male,20,Less than 25,Single,Jail Inmate,1,1,(F2),89,7,0,4.47213595499958,1,9.433981132056603,Higher
African-American,Female,48,Greater than 45,Single,Jail Inmate,0,0,(F3),2,2,0,6.928203230275509,0,1.4142135623730951,Lower
Caucasian,Male,25,25 - 45,Single,Jail Inmate,0,0,(F3),0,5,0,5,0,0,Lower
Caucasian,Male,27,25 - 45,Single,Jail Inmate,0,0,(F3),2,6,1,5.196152422706632,0,1.4142135623730951,Higher
African-American,Male,30,25 - 45,Single,Jail Inmate,0,11,(F3),0,7,1,5.477225575051661,3.3166247903554,0,Higher
African-American,Male,22,Less than 25,Single,Jail Inmate,1,3,(M1),50,10,1,4.69041575982343,1.7320508075688772,7.0710678118654755,Higher
Caucasian,Female,22,Less than 25,Single,Jail Inmate,0,1,(F3),1,3,0,4.69041575982343,1,1,Lower
African-American,Female,41,25 - 45,Single,Jail Inmate,0,2,(M1),1,3,0,6.4031242374328485,1.4142135623730951,1,Lower
Caucasian,Male,35,25 - 45,Single,Jail Inmate,0,9,(F3),212,8,0,5.916079783099616,3,14.560219778561036,Higher
African-American,Male,43,25 - 45,Single,Jail Inmate,0,0,(F2),0,1,0,6.557438524302,0,0,Lower
Other,Female,25,25 - 45,Single,Jail Inmate,0,0,(F3),1,2,0,5,0,1,Lower
African-American,Male,52,Greater than 45,Single,Jail Inmate,0,3,(F3),67,6,1,7.211102550927978,1.7320508075688772,8.18535277187245,Higher
African-American,Male,43,25 - 45,Single,Jail Inmate,0,0,(F3),41,1,0,6.557438524302,0,6.4031242374328485,Lower
African-American,Male,37,25 - 45,Significant Other,Jail Inmate,0,0,(M1),0,1,0,6.082762530298219,0,0,Lower
Other,Male,47,Greater than 45,Significant Other,Jail Inmate,0,1,(M1),3,1,0,6.855654600401044,1,1.7320508075688772,Lower
Caucasian,Female,45,Greater than 45,Single,Jail Inmate,0,3,(F3),7,1,0,6.708203932499369,1.7320508075688772,2.6457513110645907,Lower
African-American,Male,23,Less than 25,Single,Jail Inmate,0,2,(F3),2,4,0,4.795831523312719,1.4142135623730951,1.4142135623730951,Lower
Caucasian,Male,37,25 - 45,Single,Pretrial Defendant,0,3,(F3),3,1,0,6.082762530298219,1.7320508075688772,1.7320508075688772,Lower
Caucasian,Male,70,Greater than 45,Married,Pretrial Defendant,0,1,(M1),13,1,0,8.366600265340756,1,3.605551275463989,Lower
Caucasian,Male,58,Greater than 45,Single,Jail Inmate,0,9,(M1),2,7,0,7.615773105863909,3,1.4142135623730951,Higher
Caucasian,Male,46,Greater than 45,Single,Jail Inmate,0,3,(F3),14,4,0,6.782329983125268,1.7320508075688772,3.7416573867739413,Lower
African-American,Male,21,Less than 25,Single,Jail Inmate,0,0,(M2),1,9,1,4.58257569495584,0,1,Higher
African-American,Male,26,25 - 45,Single,Jail Inmate,0,1,(M1),712,8,1,5.0990195135927845,1,26.68332812825267,Higher
Hispanic,Male,38,25 - 45,Married,Pretrial Defendant,0,3,(F3),2,1,1,6.164414002968976,1.7320508075688772,1.4142135623730951,Lower
Caucasian,Male,34,25 - 45,Single,Jail Inmate,0,5,(M1),1,4,0,5.830951894845301,2.23606797749979,1,Lower
Caucasian,Female,34,25 - 45,Single,Jail Inmate,0,0,(F3),3,8,0,5.830951894845301,0,1.7320508075688772,Higher
African-American,Male,34,25 - 45,Single,Jail Inmate,0,5,(M2),1,4,0,5.830951894845301,2.23606797749979,1,Lower
African-American,Female,32,25 - 45,Married,Jail Inmate,0,3,(M1),4,4,0,5.656854249492381,1.7320508075688772,2,Lower
Caucasian,Male,23,Less than 25,Single,Jail Inmate,0,0,(F3),0,5,1,4.795831523312719,0,0,Lower
African-American,Male,34,25 - 45,Single,Jail Inmate,0,5,(F3),185,4,1,5.830951894845301,2.23606797749979,13.601470508735444,Lower
African-American,Male,39,25 - 45,Single,Jail Inmate,0,6,(F2),6,3,1,6.244997998398398,2.449489742783178,2.449489742783178,Lower
Other,Male,24,Less than 25,Single,Jail Inmate,0,0,(F3),1,3,0,4.898979485566356,0,1,Lower
Caucasian,Male,33,25 - 45,Single,Jail Inmate,0,0,(F3),1,2,0,5.744562646538029,0,1,Lower
Caucasian,Male,58,Greater than 45,Married,Jail Inmate,0,2,(F2),2,3,0,7.615773105863909,1.4142135623730951,1.4142135623730951,Lower
African-American,Female,21,Less than 25,Significant Other,Jail Inmate,0,0,(M1),0,6,0,4.58257569495584,0,0,Higher
African-American,Male,56,Greater than 45,Separated,Jail Inmate,0,13,(F3),691,8,0,7.483314773547883,3.605551275463989,26.28687885618983,Higher
Caucasian,Male,27,25 - 45,Single,Jail Inmate,0,1,(F3),1,5,0,5.196152422706632,1,1,Lower
African-American,Male,23,Less than 25,Single,Pretrial Defendant,1,4,(M1),49,8,1,4.795831523312719,2,7,Higher
Caucasian,Male,62,Greater than 45,Divorced,Jail Inmate,0,0,(F3),0,1,0,7.874007874011811,0,0,Lower
Other,Male,57,Greater than 45,Married,Jail Inmate,0,6,(M1),3,1,0,7.54983443527075,2.449489742783178,1.7320508075688772,Lower
Caucasian,Male,37,25 - 45,Single,Jail Inmate,0,5,(F3),18,3,0,6.082762530298219,2.23606797749979,4.242640687119285,Lower
Other,Male,43,25 - 45,Separated,Jail Inmate,0,2,(F3),8,2,1,6.557438524302,1.4142135623730951,2.8284271247461903,Lower
African-American,Female,32,25 - 45,Single,Jail Inmate,0,5,(F2),0,1,0,5.656854249492381,2.23606797749979,0,Lower
African-American,Female,33,25 - 45,Single,Jail Inmate,0,2,(F3),2,3,0,5.744562646538029,1.4142135623730951,1.4142135623730951,Lower
Hispanic,Male,23,Less than 25,Single,Jail Inmate,0,0,(F3),46,3,0,4.795831523312719,0,6.782329983125268,Lower
African-American,Male,27,25 - 45,Single,Jail Inmate,0,0,(M1),0,1,0,5.196152422706632,0,0,Lower
Caucasian,Male,44,25 - 45,Single,Jail Inmate,0,0,(M1),1,1,1,6.6332495807108,0,1,Lower
Caucasian,Male,28,25 - 45,Single,Jail Inmate,0,3,(M1),1,3,1,5.291502622129181,1.7320508075688772,1,Lower
Caucasian,Female,42,25 - 45,Divorced,Jail Inmate,0,0,(F3),1,2,0,6.48074069840786,0,1,Lower
African-American,Male,48,Greater than 45,Single,Jail Inmate,0,5,(F3),7899,5,0,6.928203230275509,2.23606797749979,88.87631855561975,Lower
Other,Male,24,Less than 25,Single,Jail Inmate,1,9,(F3),6,10,1,4.898979485566356,3,2.449489742783178,Higher
African-American,Male,27,25 - 45,Single,Jail Inmate,0,0,(F2),0,2,0,5.196152422706632,0,0,Lower
African-American,Male,20,Less than 25,Single,Jail Inmate,0,0,(F3),1,10,1,4.47213595499958,0,1,Higher
African-American,Male,24,Less than 25,Single,Jail Inmate,0,1,(F3),3,8,0,4.898979485566356,1,1.7320508075688772,Higher
Caucasian,Male,31,25 - 45,Single,Jail Inmate,1,6,(F3),3661,10,0,5.5677643628300215,2.449489742783178,60.50619802962338,Higher
African-American,Male,22,Less than 25,Single,Jail Inmate,1,2,(F1),1,5,0,4.69041575982343,1.4142135623730951,1,Lower
Caucasian,Female,51,Greater than 45,Married,Jail Inmate,0,0,(M1),0,1,0,7.14142842854285,0,0,Lower
Caucasian,Male,56,Greater than 45,Single,Jail Inmate,0,0,(M1),0,1,0,7.483314773547883,0,0,Lower
Caucasian,Male,20,Less than 25,Single,Jail Inmate,0,0,(M1),1,6,0,4.47213595499958,0,1,Higher
African-American,Male,29,25 - 45,Single,Jail Inmate,0,7,(F3),519,9,0,5.385164807134504,2.6457513110645907,22.781571499789035,Higher
Caucasian,Male,42,25 - 45,Single,Jail Inmate,0,0,(F2),1,4,0,6.48074069840786,0,1,Lower
African-American,Male,20,Less than 25,Single,Jail Inmate,0,0,(F3),210,9,1,4.47213595499958,0,14.491376746189438,Higher
African-American,Male,48,Greater than 45,Single,Jail Inmate,0,8,(M1),970,8,0,6.928203230275509,2.8284271247461903,31.144823004794873,Higher
Other,Male,24,Less than 25,Single,Jail Inmate,0,0,(F3),1,2,0,4.898979485566356,0,1,Lower
Caucasian,Male,27,25 - 45,Single,Jail Inmate,0,8,(F3),72,5,0,5.196152422706632,2.8284271247461903,8.48528137423857,Lower
African-American,Male,24,Less than 25,Single,Jail Inmate,1,2,(F3),19,9,1,4.898979485566356,1.4142135623730951,4.358898943540674,Higher
African-American,Female,22,Less than 25,Single,Jail Inmate,0,0,(F3),1,3,0,4.69041575982343,0,1,Lower
Caucasian,Male,53,Greater than 45,Single,Pretrial Defendant,0,36,(F3),350,6,1,7.280109889280518,6,18.708286933869708,Higher
Caucasian,Male,36,25 - 45,Single,Jail Inmate,0,0,(M1),0,1,0,6,0,0,Lower
Caucasian,Male,28,25 - 45,Significant Other,Jail Inmate,0,2,(M1),0,3,1,5.291502622129181,1.4142135623730951,0,Lower
Hispanic,Male,46,Greater than 45,Married,Pretrial Defendant,0,1,(F3),0,1,0,6.782329983125268,1,0,Lower
Other,Male,21,Less than 25,Single,Jail Inmate,0,0,(F3),0,4,0,4.58257569495584,0,0,Lower
Hispanic,Male,21,Less than 25,Single,Pretrial Defendant,1,3,(F3),22,5,1,4.58257569495584,1.7320508075688772,4.69041575982343,Lower
African-American,Female,36,25 - 45,Single,Jail Inmate,0,0,(F2),12,7,0,6,0,3.4641016151377544,Higher
Caucasian,Female,25,25 - 45,Single,Jail Inmate,0,2,(M2),63,4,1,5,1.4142135623730951,7.937253933193772,Lower
Hispanic,Female,23,Less than 25,Single,Jail Inmate,0,1,(M2),0,3,1,4.795831523312719,1,0,Lower
Hispanic,Male,54,Greater than 45,Divorced,Jail Inmate,0,2,(F3),33,1,0,7.3484692283495345,1.4142135623730951,5.744562646538029,Lower
Caucasian,Male,28,25 - 45,Single,Pretrial Defendant,0,1,(F3),1,5,0,5.291502622129181,1,1,Lower
African-American,Female,21,Less than 25,Single,Jail Inmate,0,0,(F3),1,8,1,4.58257569495584,0,1,Higher
Caucasian,Male,36,25 - 45,Married,Jail Inmate,0,0,(M1),1,3,0,6,0,1,Lower
African-American,Male,24,Less than 25,Single,Jail Inmate,0,0,(F3),1,3,0,4.898979485566356,0,1,Lower
Other,Male,30,25 - 45,Single,Jail Inmate,0,1,(F3),1,2,1,5.477225575051661,1,1,Lower
African-American,Male,29,25 - 45,Single,Jail Inmate,0,0,(F3),1,1,0,5.385164807134504,0,1,Lower
Caucasian,Female,30,25 - 45,Single,Jail Inmate,0,0,(M1),0,6,0,5.477225575051661,0,0,Higher
Hispanic,Male,51,Greater than 45,Married,Jail Inmate,0,1,(M2),1,1,0,7.14142842854285,1,1,Lower
African-American,Male,37,25 - 45,Single,Jail Inmate,0,4,(M1),1,2,0,6.082762530298219,2,1,Lower
African-American,Male,32,25 - 45,Single,Jail Inmate,1,12,(F3),1567,9,1,5.656854249492381,3.4641016151377544,39.585350825778974,Higher
African-American,Male,23,Less than 25,Single,Jail Inmate,1,1,(F3),0,6,0,4.795831523312719,1,0,Higher
African-American,Male,47,Greater than 45,Single,Jail Inmate,0,3,(F3),0,3,0,6.855654600401044,1.7320508075688772,0,Lower
Caucasian,Male,37,25 - 45,Single,Jail Inmate,0,0,(F3),19,1,0,6.082762530298219,0,4.358898943540674,Lower
